sql_mode,11. ALLOW_INVALID_DATES ANSI_QUOTES ERROR_FOR_DIVISION_BY_ZERO HIGH_NOT_PRECEDENCE IGNORE_SPACE NO_AUTO_VALUE_ON_ZERO NO_BACKSLASH_ESCAPES NO_DIR_IN_CREATE NO_ENGINE_SUBSTITUTION NO_UNSIGNED_SUBTRACTION NO_ZERO_DATE NO_ZERO_IN_DATE ONLY_FULL_GROUP_BY PAD_CHAR_TO_FULL_LENGTH PIPES_AS_CONCAT REAL_AS_FLOAT STRICT_ALL_TABLES STRICT_TRANS_TABLES TIME_TRUNCATE_FRACTIONAL当前服务器SQL模式，可以动态设置。详细信息请参见\xc2\xa05.1.11、\xe2\x80\x9cServer SQL模式\xe2\x80\x9d节。MySQL安装程序可能会在安装过程中配置SQL模式。如果SQL模式与默认值或您期望的不同，请检查服务器在启动时读取的选项文件中的设置。”,sql_mode,memory network loop 
autocommit,"12. 自动提交模式。如果设置为1，对表的所有修改立即生效。如果设置为0，则必须使用COMMIT来接受事务，或使用ROLLBACK来取消事务。如果autocommit是0，你把它改为1,MySQL对任何打开的事务执行自动COMMIT。另一种开始事务的方法是使用START TRANSACTION或begin语句。参见\xc2\xa013.3.1节，\xe2\x80\x9cSTART TRANSACTION、COMMIT和ROLLBACK语句\xe2\x80\x9d。默认情况下，客户端连接开始时autocommit设置为1。要使客户端以默认值0开始，请通过使用autocommit=0选项启动服务器来设置全局自动提交值。要使用选项文件设置变量，包括以下几行:",option_bits,
sql_select_limit,13. 从SELECT语句返回的最大行数。有关详细信息，请参见使用SafeUpdates模式(SafeUpdates)。新连接的默认值是服务器允许每个表的最大行数。典型的默认值是(232)\xe2\x88\x921或(264)\xe2\x88\x921。如果更改了限制，可以通过分配DEFAULT值来恢复默认值。如果SELECT具有LIMIT子句，则LIMIT优先于sql_select_limit的值。”,select_limit,
max_join_size,14. 从MySQL 8.0.31开始，这表示对连接在基表中进行的最大行访问数的限制。如果服务器的估计表明必须从基表中读取的行数大于max_join_size，则该语句将被拒绝并出现错误。MySQL 8.0.30及更早版本:不允许语句可能需要检查超过max_join_size的行(对于单表语句)或行组合(对于多表语句)，或者可能执行超过max_join_size的磁盘查找。通过设置这个值，你可以捕获那些没有正确使用键的语句，这可能会花费很长时间。如果你的用户倾向于执行没有WHERE子句的连接，需要很长时间，或者返回数百万行，那么设置它。有关详细信息，请参见使用SafeUpdates模式(SafeUpdates)。无论MySQL发布版本如何，将此变量设置为DEFAULT以外的值都会将sql_big_selects的值重置为0。如果你再次设置sql_big_selects值，max_join_size变量将被忽略。”,max_join_size,
bulk_insert_buffer_size,15. MyISAM使用一种特殊的树状缓存来加快INSERT的批量插入速度。SELECT，INSERT…值(…)，(…)，…，以及在向非空表添加数据时LOAD DATA。这个变量以每个线程的字节数限制缓存树的大小。将其设置为0将禁用此优化。默认值为8MB。从MySQL 8.0.14开始，设置这个系统变量的会话值是一个受限制的操作。session用户必须有足够的权限来设置受限的会话变量。参见\xc2\xa05.1.9.1节，\xe2\x80\x9cSystem Variable Privileges\xe2\x80\x9d。”,bulk_insert_buff_size,
eq_range_index_dive_limit,16. 此变量表示在相等比较条件下，优化器在估计符合条件的行数时应从使用索引潜水切换到使用索引统计信息时相等范围的数量。它适用于具有这些等效形式之一的表达式的求值，其中优化器使用非唯一索引来查找col_name值:在这两种情况下，表达式都包含N个相等范围。优化器可以使用索引潜水或索引统计进行行估计。如果eq_range_index_dive_limit大于0，如果存在eq_range_index_dive_limit或更多相等范围，优化器将使用现有的索引统计数据而不是索引潜水。因此，要允许对最多N个相等范围使用索引潜水，请将eq_range_index_dive_limit设置为N + 1。要禁用索引统计并始终使用索引潜水而不管N，请将eq_range_index_dive_limit设置为0。有关更多信息，请参阅多值比较的相等范围优化。要更新表索引统计信息以获得最佳估计，请使用ANALYZE table。”,eq_range_index_dive_limit,
cte_max_recursion_depth,17. 公共表表达式(CTE)最大递归深度。如果递归的级别超过该变量的值，服务器将终止任何CTE的执行。有关更多信息，请参见限制通用表表达式递归。”,cte_max_recursion_depth,
histogram_generation_max_mem_size,18. 生成直方图统计数据可用的最大内存量。参见\xc2\xa08.9.6节，\xe2\x80\x9cOptimizer统计信息\xe2\x80\x9d，和\xc2\xa013.7.3.1节，\xe2\x80\x9cANALYZE TABLE语句\xe2\x80\x9d。设置此系统变量的会话值是受限制的操作。会话用户必须有足够的权限来设置受限制的会话变量。参见\xc2\xa05.1.9.1节，\xe2\x80\x9cSystem Variable Privileges\xe2\x80\x9d。”,histogram_generation_max_mem_size,
join_buffer_size,"19. 用于普通索引扫描、范围索引扫描和不使用索引并因此执行全表扫描的连接的最小缓冲区大小。在MySQL 8.0.18及更高版本中，这个变量还控制用于哈希连接的内存量。通常，获得快速连接的最好方法是添加索引。当不能添加索引时，增加join_buffer_size的值可以获得更快的全连接。两个表之间的每个全连接分配一个连接缓冲区。对于不使用索引的多个表之间的复杂连接，可能需要多个连接缓冲区。默认值为256KB。join_buffer_size的最大允许设置为4GB\xe2\x88\x921。64位平台允许更大的值(64位Windows除外，对于64位Windows，较大的值被截断为4GB\xe2\x88\x921并发出警告)。块大小为128，如果值不是块大小的精确倍数，则MySQL服务器在存储系统变量的值之前将其舍入到块大小的下一个倍数。解析器允许的值最高为平台的最大无符号整数值(32位系统为4294967295或232\xe2\x88\x921, 64位系统为18446744073709551615或264\xe2\x88\x921)，但实际最大值比块大小低。除非使用块NestedLoop或批处理键访问算法，否则将缓冲区设置为大于保存每个匹配行所需的值不会有任何好处，并且所有连接至少分配最小大小，因此在全局将该变量设置为较大值时要小心。最好保持全局设置较小，并仅在进行大型连接的会话中将会话设置更改为较大的值，或者通过使用SET_VAR优化器提示(参见\xc2\xa08.9.3， \xe2\x80\x9cOptimizer提示\xe2\x80\x9d节)在perquery的基础上更改设置。如果全局大小大于大多数使用它的查询所需的大小，则内存分配时间可能会导致实质性的性能下降。当使用块NestedLoop时，更大的连接缓冲区可能是有益的，直到第一个表中所有行的所有必需列都存储在连接缓冲区中。这取决于查询;最优大小可能小于保存第一个表的所有行。当使用批处理键访问时，join_buffer_size的值定义了对存储引擎的每个请求中的批处理键的大小。缓冲区越大，对连接操作的右表进行的顺序访问就越多，这样可以显著提高性能。有关连接缓冲的其他信息，请参见\xc2\xa08.2.1.7节，\xe2\x80\x9cNestedLoop join Algorithms\xe2\x80\x9d。有关批处理键访问的信息，请参见\xc2\xa08.2.1.12、\xe2\x80\x9cBlock NestedLoop和批处理键访问连接\xe2\x80\x9d节。有关散列连接的信息，请参见\xc2\xa08.2.1.4节，\xe2\x80\x9cHash连接优化\xe2\x80\x9d。”",join_buff_size,
lock_wait_timeout,20. 此变量指定尝试获取元数据锁的超时时间(以秒为单位)。允许的取值范围是1 ~ 31536000(1年)。默认值为31536000。此超时适用于所有使用元数据锁的语句。这些包括对表、视图、存储过程和存储函数的DML和DDL操作，以及LOCK TABLES、FLUSH TABLES WITH READ LOCK和HANDLER语句。此超时不适用于对mysql数据库中系统表的隐式访问，例如由grant或REVOKE语句或表日志语句修改的grant表。这个超时适用于直接访问的系统表，比如SELECT或UPDATE。超时值分别应用于每个元数据锁尝试。给定的语句可能需要多个锁，因此在报告超时错误之前，语句阻塞的时间可能超过lock_wait_timeout值。当锁定超时时，报告ER_LOCK_WAIT_TIMEOUT。lock_wait_timeout还定义了LOCK INSTANCE FOR BACKUP语句在放弃之前等待锁的时间。”,lock_wait_timeout,
max_allowed_packet,21. 一个数据包或任何生成/中间字符串的最大大小，或mysql_stmt_send_long_data() C API函数发送的任何参数的最大大小。默认为64MB。包消息缓冲区初始化为net_buffer_length字节，但在需要时可以增加到max_allowed_packet字节。这个值默认很小，用来捕获大的(可能不正确的)数据包。如果使用大型BLOB列或长字符串，则必须增加此值。它应该和您想要使用的最大BLOB一样大。max_allowed_packet的协议限制为1GB。该值应该是1024的倍数;非倍数四舍五入到最接近的倍数。当你通过改变max_allowed_packet变量的值来改变消息缓冲区大小时，如果你的客户端程序允许的话，你也应该改变客户端的缓冲区大小。客户端库内置的默认max_allowed_packet值是1GB，但是各个客户端程序可能会覆盖这个值。例如，mysql和mysqldump的默认值分别为16MB和24MB。它们还允许您通过在命令行或选项文件中设置max_allowed_packet来更改客户端值。这个变量的会话值是只读的。客户端最多可以接收与会话值相同的字节数。但是，服务器不会向客户端发送超过当前全局max_allowed_packet值的字节数。(如果在客户端连接后改变了全局值，则全局值可能小于会话值。)”,max_allowed_packet,
max_error_count,22. SHOW ERRORS和SHOW WARNINGS语句要存储的用于显示的错误、警告和信息消息的最大数量。这与诊断区域中条件区域的数量相同，因此也是GET诊断可以检查的条件数量。从MySQL 8.0.27开始，设置这个系统变量的会话值是一个受限制的操作。session用户必须有足够的权限来设置受限制的会话变量。参见\xc2\xa05.1.9.1， \xe2\x80\x9c系统变量权限\xe2\x80\x9d。”,max_error_count,
max_length_for_sort_data,23. 这个变量在MySQL 8.0.20版本中已弃用，因为优化器的更改使它过时并且没有效果。以前，它作为索引值大小的截止值，决定使用哪种文件排序算法。参见\xc2\xa08.2.1.16节，\xe2\x80\x9cORDER BY Optimization\xe2\x80\x9d。”,max_length_for_sort_data,
max_points_in_geometry,24. ST_Buffer_Strategy()函数的points_per_circle参数的最大值。”,max_points_in_geometry,
max_sort_length,"25. 对使用PAD SPACE排序规则的字符串值进行排序时使用的字节数。服务器只使用任何这样的值的第一个max_sort_length字节，而忽略其余的。因此，只有在第一个max_sort_length字节之后才不同的值对于GROUP BY, ORDER BY和DISTINCT操作比较为相等。(这种行为与以前版本的MySQL不同，在那里这个设置应用于比较中使用的所有值。)增加max_sort_length的值可能也需要增加sort_buffer_size的值。详细信息请参见\xc2\xa08.2.1.16节，\xe2\x80\x9cORDER BY Optimization\xe2\x80\x9d '",max_sort_length,
max_insert_delayed_threads,26. 这个变量是max_delayed_threads的同义词。与max_delayed_threads一样，它已被弃用(因为不支持延迟插入)，并可能在未来的MySQL版本中删除。从MySQL 8.0.27开始，设置这个系统变量的会话值是一个受限制的操作。session用户必须有足够的权限来设置受限制的会话变量。参见\xc2\xa05.1.9.1， \xe2\x80\x9c系统变量权限\xe2\x80\x9d。”,max_insert_delayed_threads,
min_examined_row_limit,27. 检查的行数少于此数的查询不会记录到慢速查询日志中。从MySQL 8.0.27开始，设置这个系统变量的会话值是一个受限制的操作。session用户必须有足够的权限来设置受限制的会话变量。参见\xc2\xa05.1.9.1， \xe2\x80\x9c系统变量权限\xe2\x80\x9d。”,min_examined_row_limit,
net_buffer_length,28. 每个客户端线程都与一个连接缓冲区和结果缓冲区相关联。两者都以net_buffer_length给定的大小开始，但根据需要动态扩大到max_allowed_packet字节。结果缓冲区在每个SQL语句之后收缩到net_buffer_length。这个变量通常不应该被修改，但是如果你的内存非常少，你可以将它设置为客户端发送的语句的预期长度。如果语句超过了这个长度，连接缓冲区就会自动放大。net_buffer_length可设置的最大值为1MB。该变量的会话值为只读。”,net_buffer_length,
interactive_timeout,29. 服务器在关闭交互式连接之前等待该连接活动的秒数。交互式客户端定义为使用mysql_real_connect()的CLIENT_INTERACTIVE选项的客户端。参见wait_timeout。”,net_interactive_timeout,
net_read_timeout,30. 在中断读取之前等待连接中更多数据的秒数。当服务器从客户端读取数据时，net_read_timeout是控制何时中止的超时值。当服务器向客户端写入数据时，net_write_timeout是控制何时中止的超时值。另见replica_net_timeout和slave_net_timeout。”,net_read_timeout,
net_retry_count,31. 如果通信端口上的读写中断，在放弃之前重试多次。这个值在FreeBSD上应该设置得相当高，因为内部中断被发送给所有线程。”,net_retry_count,
wait_timeout,32. 服务器在关闭非交互式连接之前等待活动的秒数。在线程启动时，根据客户端类型(由mysql_real_connect()的CLIENT_INTERACTIVE连接选项定义)，从全局wait_timeout值或从全局interactive_timeout值初始化会话wait_timeout值。另请参见interactive_timeout。”,net_wait_timeout,
net_write_timeout,33. 在终止写操作之前等待将一个块写入连接所需的秒数。另请参见net_read_timeout。”,net_write_timeout,
optimizer_prune_level,34. 控制在查询优化期间应用的启发式算法，从优化器搜索空间中修剪不太有希望的部分计划。值为0禁用启发式，以便优化器执行穷举搜索。值为1使优化器根据中间计划检索到的行数对计划进行修剪。”,optimizer_prune_level,
optimizer_search_depth,35. 查询优化器执行的最大搜索深度。大于查询中关系数的值会产生更好的查询计划，但需要更长的时间来生成查询的执行计划。小于查询中关系数的值会更快地返回执行计划，但生成的计划可能远不是最优的。如果设置为0，系统会自动选择一个合理的值。”,optimizer_search_depth,
parser_max_mem_size,36. 解析器可用的最大内存量。默认值对可用内存没有限制。该值可以减少，以防止解析长或复杂的SQL语句导致内存不足的情况。”,parser_max_mem_size,
range_optimizer_max_mem_size,37. 范围优化器的内存消耗限制。值为0表示\xe2\x80\x9cno限制。\xe2\x80\x9d如果优化器考虑的执行计划使用范围访问方法，但优化器估计该方法所需的内容量将超过限制，则放弃该计划并考虑其他计划。有关更多信息，请参见限制范围优化的内存使用。”,range_optimizer_max_mem_size,
preload_buffer_size,38. 预加载索引时分配的缓冲区大小。从MySQL 8.0.27开始，设置这个系统变量的会话值是一个受限制的操作。session用户必须有足够的权限来设置受限制的会话变量。参见\xc2\xa05.1.9.1节，\xe2\x80\x9cSystem Variable Privileges\xe2\x80\x9d。”,preload_buff_size,
profiling_history_size,39. 如果启用了分析，则需要维护分析信息的语句数。默认值是15条。最大值为100。将该值设置为0有效地禁用了分析。参见\xc2\xa013.7.7.31节，\xe2\x80\x9cSHOW PROFILES语句\xe2\x80\x9d。此变量已弃用;预计它将在未来的MySQL版本中被删除。”,profiling_history_size,
read_buffer_size,40. 对MyISAM表进行顺序扫描的每个线程为它扫描的每个表分配一个这样大小(以字节为单位)的缓冲区。如果你做了很多次顺序扫描，你可能想要增加这个值，默认值是131072。这个变量的值应该是4KB的倍数。如果设置的值不是4KB的倍数，则将其值四舍五入到最接近的4KB倍数。这个选项也在以下上下文中用于除InnoDB之外的所有其他存储引擎:用于在临时文件(不是临时表)中缓存索引，当对行进行ORDER BY排序时。用于批量插入到分区。用于缓存嵌套查询的结果。read_buffer_size也用于另一种特定于存储引擎的方式:确定内存表的内存块大小。从MySQL 8.0.22开始，在执行SELECT INTO DUMPFILE和SELECT INTO OUTFILE语句时，使用select_into_buffer_size的值来代替read_buffer_size的值作为I/O缓存缓冲区。(read_buffer_size用于所有其他情况下的I/O缓存缓冲区大小。)有关不同操作期间内存使用的更多信息，请参见\xc2\xa08.12.3.1节，\xe2\x80\x9cHow MySQL使用内存\xe2\x80\x9d。”,read_buff_size,
read_rnd_buffer_size,41. 该变量用于从MyISAM表中读取数据，并且对于任何存储引擎，用于多范围读取优化。当在键排序操作之后按排序顺序从MyISAM表中读取行时，将通过该缓冲区读取行，以避免磁盘查找。参见\xc2\xa08.2.1.16节，\xe2\x80\x9cORDER BY Optimization\xe2\x80\x9d。将该变量设置为较大的值可以大大提高ORDER BY性能。但是，这是为每个客户端分配的缓冲区，所以不应该将全局变量设置为较大的值。相反，只在那些需要运行大型查询的客户端中更改会话变量。有关不同操作期间内存使用的更多信息，请参见\xc2\xa08.12.3.1节，\xe2\x80\x9cHow MySQL使用内存\xe2\x80\x9d。有关多范围读取优化的信息，请参见\xc2\xa08.2.1.11， \xe2\x80\x9cMultiRange读取优化\xe2\x80\x9d节。”,read_rnd_buff_size,
div_precision_increment,42. 该变量表示使用/运算符进行除法运算时增加结果比例的位数。默认值为4。最小值为0，最大值为30。下面的例子演示了增加默认值的效果。”,div_precincrement,
sort_buffer_size,43. 每个必须执行排序的会话分配一个这样大小的缓冲区。Sort_buffer_size不是特定于任何存储引擎的，而是以通用的方式应用于优化。至少sort_buffer_size值必须足够大，以便在排序缓冲区中容纳15个元组。同样，增加max_sort_length的值可能需要增加sort_buffer_size的值。有关更多信息，请参见\xc2\xa08.2.1.16节，\xe2\x80\x9cORDER BY优化\xe2\x80\x9d如果您在SHOW GLOBAL STATUS输出中看到每秒有许多次Sort_merge_passes，您可以考虑增加sort_buffer_size值来加速无法通过查询优化或改进索引来改进的ORDER BY或GROUP BY操作。优化器会尝试计算出需要多少空间，但可以分配更多的空间，直到极限。将其设置为比全局所需的更大会减慢大多数执行排序的查询。最好将其作为会话设置增加，并且仅适用于需要更大大小的会话。在Linux上，有256KB和2MB的阈值，较大的值可能会显著降低内存分配速度，因此您应该考虑保持在这些值以下。通过实验来找到适合您工作负载的最佳值。参见节\xc2\xa0B.3.3.5， \xe2\x80\x9c MySQL在哪里存储临时文件\xe2\x80\x9d。sort_buffer_size的最大允许设置为4GB\xe2\x88\x921。64位平台允许更大的值(64位Windows除外，对于64位Windows，较大的值被截断为4GB\xe2\x88\x921并发出警告)。”,sortbuff_size,
max_sp_recursion_depth,44. 任何给定存储过程可能被递归调用的次数。此选项的默认值为0，这完全禁用了存储过程中的递归。最大值为255。存储过程递归增加了对线程堆栈空间的需求。如果增加max_sp_recursion_depth的值，可能需要在服务器启动时通过增加thread_stack的值来增加线程堆栈的大小。”,max_sp_recursion_depth,
default_week_format,45. 用于WEEK()函数的默认模式值。参见\xc2\xa012.7节，\xe2\x80\x9cDate and Time Functions\xe2\x80\x9d。”,default_week_format,
max_seeks_for_key,46. 在根据键查找行时，限制假定的最大查找次数。MySQL优化器假设，当通过扫描索引在表中搜索匹配行时，不需要超过这个数量的键查找，而不管索引的实际基数是多少(参见\xc2\xa013.7.7.22节，\xe2\x80\x9cSHOW index Statement\xe2\x80\x9d)。通过将其设置为一个较低的值(例如100)，您可以强制MySQL更喜欢索引而不是表扫描。”,max_seeks_for_key,
range_alloc_block_size,"47. 在进行范围优化时分配的块的字节大小。字节数的块大小为1024。在存储系统变量的值之前，MySQL服务器将不是块大小的精确倍数的值四舍五入到块大小的下一个较小的倍数。解析器允许平台的最大无符号整数值(32位系统为4294967295或232\xe2\x88\x921, 64位系统为18446744073709551615或264\xe2\x88\x921)，但实际最大值比块大小低。”",range_alloc_block_size,
query_alloc_block_size,"48. 为语句解析和执行期间创建的对象分配的内存块的字节大小。如果你有内存碎片的问题，增大这个参数可能会有帮助。字节数的块大小为1024。在存储系统变量的值之前，MySQL服务器将不是块大小的精确倍数的值四舍五入到块大小的下一个较小的倍数。解析器允许平台的最大无符号整数值(32位系统为4294967295或232\xe2\x88\x921, 64位系统为18446744073709551615或264\xe2\x88\x921)，但实际最大值比块大小低。”",query_alloc_block_size,
query_prealloc_size,"49. MySQL 8.0.28及更早版本:设置用于语句解析和执行的持久缓冲区的大小(以字节为单位)。该缓冲区在语句之间不会被释放。如果您正在运行复杂的查询，较大的query_prealloc_size值可能有助于提高性能，因为它可以减少服务器在查询执行操作期间执行内存分配的需要。你应该意识到，这样做并不一定会完全消除分配;在某些情况下，服务器可能仍然会分配内存，比如与事务相关的操作，或者存储程序。从MySQL 8.0.29开始，query_prealloc_size已被弃用，设置它不再有任何影响;你应该期待它在未来的MySQL版本中被删除。块大小是1024。在存储系统变量的值之前，MySQL服务器将不是块大小的精确倍数的值四舍五入到块大小的下一个较小的倍数。解析器允许平台的最大无符号整数值(32位系统为4294967295或232\xe2\x88\x921, 64位系统为18446744073709551615或264\xe2\x88\x921)，但实际最大值比块大小低。”",query_prealloc_size,
transaction_alloc_block_size,50. 增加需要内存的多事务内存池的字节数。参见transaction_prealloc_size的描述。”,trans_alloc_block_size,
transaction_prealloc_size,51. 存在一个多事务内存池，各种与事务相关的分配从中占用内存。池的初始大小(以字节为单位)是transaction_prealloc_size。对于每个由于可用内存不足而无法从池中满足的分配，池将增加transaction_alloc_block_size字节。当事务结束时，池被截断为transaction_prealloc_size字节。通过使transaction_prealloc_size足够大以包含单个事务中的所有语句，您可以避免多次malloc()调用。从MySQL 8.0.29开始，transaction_prealloc_size已弃用;事务内存池的初始大小是固定的，设置这个变量不再有任何影响。(transaction_alloc_block_size的功能不受此更改的影响。)期望transaction_prealloc_size在未来的MySQL版本中被删除。”,trans_prealloc_size,
group_concat_max_len,52. GROUP_CONCAT()函数允许的最大结果长度(以字节为单位)。默认值是1024。”,group_concat_max_len,
rbr_exec_mode,53. STRICTIDEMPOTENT供mysqlbinlog内部使用。该变量在IDEMPOTENT模式和STRICT模式之间切换服务器。IDEMPOTENT模式会抑制mysqlbinlog生成的BINLOG语句中的duplicatekey和nokeyfound错误。当在服务器上重播基于行的二进制日志导致与现有数据冲突时，此模式非常有用。当您指定幂等选项时，mysqlbinlog通过在输出中写入以下内容来设置此模式:从MySQL 8.0.18开始，设置此系统变量的会话值不再是受限制的操作。”,rbr_exec_mode_options,
completion_type,54. NO_CHAIN RELEASE 0 1 2事务完成类型。这个变量可以取下表所示的值。变量可以使用名称值或相应的整数值进行赋值。completion_type影响以START TRANSACTION或以COMMIT或ROLLBACK开始并结束的事务。它不适用于执行\xc2\xa013.3.3， \xe2\x80\ x9c节中列出的语句导致隐式提交\xe2\x80\x9d的语句所导致的隐式提交。它也不适用于XA COMMIT、XA ROLLBACK或autocommit=1。”,completion_type,
transaction_isolation,55. READUNCOMMITTED READCOMMITTED REPEATABLEREAD SERIALIZABLE事务隔离级别。默认值是REPEATABLEREAD。事务隔离级别有三个作用域:全局、会话和下一个事务。这个三作用域的实现导致了一些非标准的隔离级赋值语义，后面会描述。要在启动时设置全局事务隔离级别，请使用transactionisolation server选项。在运行时，可以使用SET语句直接设置隔离级别，为transaction_isolation系统变量赋值，也可以使用SET TRANSACTION语句间接设置隔离级别。如果直接将transaction_isolation设置为包含空格的隔离级别名称，则该名称应用引号括起来，空格用破折号代替。例如，使用SET语句设置全局值:设置全局transaction_isolation值将设置所有后续会话的隔离级别。现有会话不受影响。使用SET语句设置会话或nextlevel transaction_isolation的值。对于大多数会话系统变量，这些语句是设置值的等效方式:如前所述，事务隔离级别除了全局和会话作用域外，还有一个nexttransaction作用域。要设置nexttransaction作用域，分配会话系统变量值的SET语法具有transaction_isolation的非标准语义:要设置会话隔离级别，请使用以下语法中的任何一种:对于每一种语法，应用这些语义:为会话中执行的所有后续事务设置隔离级别。允许在事务内进行，但不影响当前正在进行的事务。如果在事务之间执行，则覆盖前面设置next事务隔离级别的任何语句。对应于SETSESSION事务隔离级别(使用SESSION关键字)。要设置下一个事务隔离级别，请使用以下语法:对于该语法，应用以下语义:仅为会话中执行的下一个事务设置隔离级别。随后的事务恢复到会话隔离级别。事务中不允许。对应于SET事务隔离级别(不带SESSION关键字)。有关SET TRANSACTION及其与transaction_isolation系统变量的关系的更多信息，请参见\xc2\xa013.3.7节，\xe2\x80\x9cSET TRANSACTION语句\xe2\x80\x9d。”,transaction_isolation,
updatable_views_with_limit,56. 这个变量控制当视图不包含底层表中定义的主键的所有列时，如果更新语句包含一个LIMIT子句，是否可以对视图进行更新。(这种更新通常是由GUI工具生成的。)更新是一个update或DELETE语句。这里的主键是指一个Primary key，或者一个唯一的索引，其中没有列可以包含NULL。该变量可以有两个值:1或YES:只发出警告(不是错误消息)。这是默认值。0或NO:禁止更新。”,updatable_views_with_limit,
max_user_connections,57. 任何给定MySQL用户帐户允许的最大同时连接数。值为0(默认值)表示\xe2\x80\x9cno限制。\xe2\x80\x9d这个变量有一个全局值，可以在服务器启动或运行时设置。它还有一个只读会话值，表示适用于与当前会话关联的帐户的有效同步连接限制。会话值初始化如下:如果用户帐户的MAX_USER_CONNECTIONS资源限制为非零，则将会话的MAX_USER_CONNECTIONS值设置为该限制。否则，将会话max_user_connections的值设置为全局值。帐户资源限制使用CREATE USER或ALTER USER语句指定。参见\xc2\xa06.2.21节，\xe2\x80\ x9c设置帐户资源限制\xe2\x80\x9d。”,max_user_connections,
