Error," If an error can be detected within the configuration, this    directive can be used to generate a custom error message, and halt    configuration parsing.  The typical use is for reporting required    modules which are missing from the configuration. This directive is evaluated and configuration processing time,         not at runtime. As a result, this directive cannot be conditonally        evaluated by enclosing it in an"
ErrorDocument," In the event of a problem or error, Apache httpd can be configured    to do one of four things, The first option is the default, while options 2-4 are    configured using the From 2.4.13, URLs can begin with a slash (/) for local web-paths (relative    to the Additionally, the special value Note that when you specify an Microsoft Internet Explorer (MSIE) will by default ignore    server-generated error messages when they are ""too small"" and substitute    its own ""friendly"" error messages. The size threshold varies depending on    the type of error, but in general, if you make your error document    greater than 512 bytes, then MSIE will show the server-generated    error rather than masking it.  More information is available in    Microsoft Knowledge Base article Although most error messages can be overridden, there are certain    circumstances where the internal messages are used regardless of the    setting of If you are using mod_proxy, you may wish to enable"
ErrorLog," The If the See the notes on Using SECURITY: See the When entering a file path on non-Unix platforms, care should be taken      to make sure that only forward slashes are used even though the platform      may allow the use of back slashes. In general it is a good idea to always      use forward slashes throughout the configuration files."
ErrorLogFormat," Specifying It can happen that some format string items do not produce output.  For    example, the Referer header is only present if the log message is    associated to a request and the log message happens at a time when the    Referer header has already been read from the client.  If no output is    produced, the default behavior is to delete everything from the preceding    space character to the next space character.  This means the log line is    implicitly divided into fields on non-whitespace to whitespace transitions.    If a format string item does not produce output, the whole field is    omitted.  For example, if the remote address The above behavior can be changed by adding modifiers to the format    string item. A A number as modifier can be used to assign a log severity level to a    format item. The item will only be logged if the severity of the log    message is not higher than the specified log severity level. The number can    range from 1 (alert) over 4 (warn) and 7 (debug) to 15 (trace8). For example, here's what would happen if you added modifiers to    the Some format string items accept additional parameters in braces. The log ID format This would result in error messages such as: Notice that, as discussed above, some fields are omitted    entirely because they are not defined."
ExtendedStatus, This option tracks additional data per worker about the    currently executing request and creates a utilization summary.    You can see these variables during runtime by configuring This setting applies to the entire server and cannot be    enabled or disabled on a virtualhost-by-virtualhost basis.    The collection of extended status information can slow down    the server.  Also note that this setting cannot be changed    during a graceful restart. Note that loading
FileETag, The The If a directory's configuration includes
<Files>, The The would match most common Internet graphics formats. Note that unlike
<FilesMatch>," The would match most common Internet graphics formats. From 2.4.8 onwards, named groups and backreferences are captured and    written to the environment with the corresponding name prefixed with    ""MATCH_"" and in upper case. This allows elements of files to be referenced    from within"
FlushMaxPipelined," This directive allows to configure the maximum number of pipelined    responses, which remain pending so long as pipelined request are received.    When the limit is reached, responses are forcibly flushed to the network in    blocking mode, until passing under the limit again."
FlushMaxThreshold," This directive allows to configure the threshold for pending output    data (in bytes). When the limit is reached, data are forcibly flushed to    the network in blocking mode, until passing under the limit again."
ForceType," When placed into an Note that this directive overrides other indirect media type    associations defined in mime.types or via the You can also override more general This directive primarily overrides the content types generated for    static files served out of the filesystem.  For resources other than    static files, where the generator of the response typically specifies    a Content-Type, this directive has no effect. When explicit directives such as"
GprofDir," When the server has been compiled with gprof profiling support, This directive currently only works with the"
HostnameLookups," This directive enables DNS lookups so that host names can be    logged (and passed to CGIs/SSIs in Regardless of the setting, when The default is Finally, if you have"
HttpProtocolOptions," This directive changes the rules applied to the HTTP Request Line    ( These rules are applied prior to request processing,    so must be configured at the global or default (first) matching    virtual host section, by IP/port interface (and not by name)    to be honored. The directive accepts three parameters from the following list       of choices, applying the default to the ones not specified: Prior to the introduction of this directive, the Apache HTTP Server      request message parsers were tolerant of a number of forms of input      which did not conform to the protocol. Users are strongly cautioned against toggling the Some tools need to be forced to use CRLF, otherwise httpd will return        a HTTP 400 response like described in the above use case. For example,        the The The Reviewing the messages logged to the"
<If>, The would match HTTP/1.0 requests without a shell-like pattern matches and many other operations. These operations    can be done on request headers ( Only directives that support the
<IfDefine>," The The In the former case, the directives between the start and end    markers are only processed if the parameter named The"
<IfDirective>," The The In the former case, the directives between the start and end    markers are only processed if a directive of the given name is    available at the time of processing.  The second format reverses the test,    and only processes the directives if"
<IfFile>, The The If a relative
<IfModule>," The The In the former case, the directives between the start and end    markers are only processed if the module named The"
<IfSection>," The The directives within an The In the former case, the directives between the start and end    markers are only processed if a section directive of the given    name is available at the time of processing.  The second format    reverses the test, and only processes the directives if For example:"
Include," This directive allows inclusion of other configuration files    from within the server configuration files. Shell-style ( The The file path specified may be an absolute path, or may be relative    to the Examples: Or, providing paths relative to your Wildcards may be included in the directory or file portion of the    path. This example will fail if there is no subdirectory in conf/vhosts    that contains at least one *.conf file: Alternatively, the following command will just be ignored in case of    missing files or directories:"
IncludeOptional, This directive allows inclusion of other configuration files    from within the server configuration files. It works identically to the
KeepAlive," The Keep-Alive extension to HTTP/1.0 and the persistent    connection feature of HTTP/1.1 provide long-lived HTTP sessions    which allow multiple requests to be sent over the same TCP    connection. In some cases this has been shown to result in an    almost 50% speedup in latency times for HTML documents with    many images. To enable Keep-Alive connections, set For HTTP/1.0 clients, Keep-Alive connections will only be    used if they are specifically requested by a client. In    addition, a Keep-Alive connection with an HTTP/1.0 client can    only be used when the length of the content is known in    advance. This implies that dynamic content such as CGI output,    SSI pages, and server-generated directory listings will    generally not use Keep-Alive connections to HTTP/1.0 clients.    For HTTP/1.1 clients, persistent connections are the default    unless otherwise specified. If the client requests it, chunked    encoding will be used in order to send content of unknown    length over persistent connections. When a client uses a Keep-Alive connection, it will be counted    as a single ""request"" for the"
KeepAliveTimeout," The number of seconds Apache httpd will wait for a subsequent    request before closing the connection. By adding a postfix of ms the    timeout can be also set in milliseconds. Once a request has been    received, the timeout value specified by the Setting If"
<Limit>," Access controls are normally effective for The purpose of the The method names listed can be one or more of: The For example, given the following configuration, all users will    be authorized for"
<LimitExcept>, For example:
LimitInternalRecursion," An internal redirect happens, for example, when using the The directive stores two different limits, which are evaluated on    per-request basis. The first"
LimitRequestBody," This directive specifies the number of The This directive gives the server administrator greater    control over abnormal client request behavior, which may be    useful for avoiding some forms of denial-of-service    attacks. If, for example, you are permitting file upload to a particular    location and wish to limit the size of the uploaded file to 100K,    you might use the following directive:"
LimitRequestFields," Setting The This directive gives the server administrator greater    control over abnormal client request behavior, which may be    useful for avoiding some forms of denial-of-service attacks.    The value should be increased if normal clients see an error    response from the server that indicates too many fields were    sent in the request. For example: When name-based virtual hosting is used, the value for this     directive is taken from the default (first-listed) virtual host for the     local IP and port combination."
LimitRequestFieldSize," This directive specifies the number of The This directive gives the server administrator greater    control over abnormal client request behavior, which may be    useful for avoiding some forms of denial-of-service attacks. For example: When name-based virtual hosting is used, the value for this    directive is taken from the default (first-listed) virtual host best    matching the current IP address and port combination."
LimitRequestLine," This directive sets the number of The This directive gives the server administrator greater    control over abnormal client request behavior, which may be    useful for avoiding some forms of denial-of-service attacks. For example: When name-based virtual hosting is used, the value for this    directive is taken from the default (first-listed) virtual host best    matching the current IP address and port combination."
LimitXMLRequestBody, Limit (in bytes) on the maximum size of an XML-based request    body. A value of Example:
<Location>," The The enclosed directives will be applied to the request if the path component    of the URL meets In the example below, where no trailing slash is used, requests to    /private1, /private1/ and /private1/file.txt will have the enclosed    directives applied, but /private1other would not. In the example below, where a trailing slash is used, requests to    /private2/ and /private2/file.txt will have the enclosed    directives applied, but /private2 and /private2other would not. Use For all origin (non-proxy) requests, the URL to be matched is a    URL-path of the form The URL may use wildcards. In a wild-card string, would match URLs that contained the substring The The slash character has special meaning depending on where in a      URL it appears. People may be used to its behavior in the filesystem      where multiple adjacent slashes are frequently collapsed to a single      slash ( For example,"
<LocationMatch>," The would match URLs that contained the substring If the intent is that a URL From 2.4.8 onwards, named groups and backreferences are captured and    written to the environment with the corresponding name prefixed with    ""MATCH_"" and in upper case. This allows elements of URLs to be referenced    from within The slash character has special meaning depending on where in a      URL it appears. People may be used to its behavior in the filesystem      where multiple adjacent slashes are frequently collapsed to a single      slash ( For example,"
LogLevel," When a particular level is specified, messages from all    other levels of higher significance will be reported as well. Using a level of at least For example: When logging to a regular file, messages of the level Specifying a level without a module name will reset the level    for all modules to that level.  Specifying a level with a module    name will set the level for that module only. It is possible to    use the module source file name, the module identifier, or the    module identifier with the trailing It is also possible to change the level per directory:"
MaxKeepAliveRequests, The For example:
MaxRangeOverlaps, The
MaxRangeReversals, The
MaxRanges, The
MergeSlashes," By default, the server merges (or collapses) multiple consecutive slash    ('/') characters in the path component of the request URL. When mapping URL's to the filesystem, these multiple slashes are not     significant.  However, URL's handled other ways, such as by CGI or proxy,    might prefer to retain the significance of multiple consecutive slashes.     In these cases When set to ""OFF"", regular expressions used in the configuration file that match    the path component of the URL ("
MergeTrailers," This directive controls whether HTTP trailers are copied into the    internal representation of HTTP headers. This merging occurs when the    request body has been completely consumed, long after most header    processing would have a chance to examine or modify request headers. This option is provided for compatibility with releases prior to 2.4.11,    where trailers were always merged."
Mutex," The The This directive only configures mutexes which have been registered    with the core server using the The following mutex This selects the default locking implementation, as determined by This effectively disables the mutex, and is only allowed for a        mutex if the module indicates that it is a valid choice.  Consult the        module documentation for more information. This is a mutex variant based on a Posix semaphore. The semaphore ownership is not recovered if a thread in the process        holding the mutex segfaults, resulting in a hang of the web server. This is a mutex variant based on a SystemV IPC semaphore. It is possible to ""leak"" SysV semaphores if processes crash        before the semaphore is removed. The semaphore API allows for a denial of service attack by any        CGIs running under the same uid as the webserver ( This selects the ""best"" available semaphore implementation, choosing        between Posix and SystemV IPC semaphores, in that order. This is a mutex variant based on cross-process Posix thread        mutexes. On most systems, if a child process terminates abnormally while        holding a mutex that uses this implementation, the server will deadlock        and stop responding to requests.  When this occurs, the server will        require a manual restart to recover. Solaris and Linux are notable exceptions as they provide a mechanism which        usually allows the mutex to be recovered after a child process        terminates abnormally while holding a mutex. If your system is POSIX compliant or if it implements the This is a mutex variant where a physical (lock-)file and the When multiple mutexes based on this mechanism are used within        multi-threaded, multi-process environments, deadlock errors (EDEADLK)        can be reported for valid mutex operations if This is similar to the This selects the ""best"" available file locking implementation,        choosing between Most mechanisms are only available on selected platforms, where the    underlying platform and With the file-based mechanisms It is best to The following table documents the names of mutexes used by httpd    and bundled modules. The In the following example, the mutex mechanism for the MPM accept    mutex will be changed from the compiled-in default to"
NameVirtualHost," Prior to 2.3.11, This directive currently has no effect."
Options," The Even though the server follows the symlink it does The Omitting this option should not be considered a security restriction,      since symlink testing is subject to race conditions that make it      circumventable. This option gets ignored if set      anywhere other than The This option should not be considered a security restriction,      since symlink testing is subject to race conditions that make it      circumventable. Normally, if multiple Mixing For example, without any then only then the options Using The default in the absence of any other settings is"
Protocol," This directive specifies the protocol used for a specific listening socket.       The protocol is used to determine which module should handle a request and       to apply protocol specific optimizations with the This directive not required for most       configurations. If not specified, For example, if you are running You can also specify the protocol using the"
Protocols," This directive specifies the list of protocols supported for a            server/virtual host. The list determines the allowed protocols            a client may negotiate for this server/host. You need to set protocols if you want to extend the available            protocols for a server/host. By default, only the http/1.1 protocol            (which includes the compatibility with 1.0 and 0.9 clients) is            allowed. For example, if you want to support HTTP/2 for a server with TLS,             specify: Valid protocols are It is safe to specify protocols that are unavailable/disabled. Such        protocol names will simply be ignored. Protocols specified in base servers are inherited for virtual hosts             only if the virtual host has no own Protocols directive. Or, the other            way around, Protocols directives in virtual hosts replace any            such directive in the base server."
ProtocolsHonorOrder," This directive specifies if the server should honor the order in which        the If configured Off, the client supplied list order of protocols has             precedence over the order in the server configuration. With"
QualifyRedirectURL," This directive controls whether the server will ensure that the     REDIRECT_URL environment variable is fully qualified.  By default,     the variable contains the verbatim URL requested by the client,     such as ""/index.html"".  With Even without this directive set, when a request is issued against a     fully qualified URL, REDIRECT_URL will remain fully qualified."
ReadBufferSize," This directive allows to configure the size (in bytes) of the memory    buffer used to read data from the network or files. A larger buffer can increase peformances with larger data, but consumes    more memory per connection. The minimum configurable size is"
RegexDefaultOptions, This directive adds some default behavior to ANY regular expression        used afterwards. Any option preceded by a '+' is added to the already set options.
RegisterHttpMethod," This directive may be used to register additional HTTP methods.  This isnecessary if non-standard methods need to be used with directives that accept method names as parameters, or to allow particular non-standard methods to be used via proxy or CGI script when the server has been configured to only pass recognized methods to modules."
RLimitCPU," Takes 1 or 2 parameters. The first parameter sets the soft    resource limit for all processes and the second parameter sets    the maximum resource limit. Either parameter can be a number,    or This applies to processes forked from Apache httpd children    servicing requests, not the Apache httpd children themselves. This    includes CGI scripts and SSI exec commands, but not any    processes forked from the Apache httpd parent, such as piped    logs. CPU resource limits are expressed in seconds per    process."
RLimitMEM," Takes 1 or 2 parameters. The first parameter sets the soft    resource limit for all processes and the second parameter sets    the maximum resource limit. Either parameter can be a number,    or This applies to processes forked from Apache httpd children    servicing requests, not the Apache httpd children themselves. This    includes CGI scripts and SSI exec commands, but not any    processes forked from the Apache httpd parent, such as piped    logs. Memory resource limits are expressed in bytes per    process."
RLimitNPROC," Takes 1 or 2 parameters. The first parameter sets the soft    resource limit for all processes, and the second parameter sets    the maximum resource limit. Either parameter can be a number,    or This applies to processes forked from Apache httpd children    servicing requests, not the Apache httpd children themselves. This    includes CGI scripts and SSI exec commands, but not any    processes forked from the Apache httpd parent, such as piped    logs. Process limits control the number of processes per user. If CGI processes are"
ScriptInterpreterSource," This directive is used to control how Apache httpd finds the    interpreter used to run CGI scripts. The default setting is or, if Setting Be careful when using The option"
SeeRequestTail, If Apache httpd is handling
ServerAdmin," The It may be worth setting up a dedicated address for this, e.g. as users do not always mention that they are talking about the    server!"
ServerAlias, The Name-based virtual hosts for the best-matching set of The complete list of names in the
ServerName," The Additionally, this is used when    creating self-referential redirection URLs when For example, if the name of the    machine hosting the web server is The If no If no port is specified in the If you are using Sometimes, the server runs behind a device that processes SSL,    such as a reverse proxy, load balancer or SSL offload    appliance. When this is the case, specify the See the description of the Failure to set"
ServerPath, The
ServerRoot, The The default location of
ServerSignature, The The The details of the server version number    presented are controlled by the
ServerTokens," This directive controls whether This setting applies to the entire server, and cannot be    enabled or disabled on a virtualhost-by-virtualhost basis. This directive also controls the    information presented by the"
SetHandler," When placed into an Another example: if you wanted to have the server display a    status report whenever a URL of You could also use this directive to configure a particular    handler for files with a particular file extension. For example: String-valued expressions can be used to reference per-request     variables, including backreferences to named regular expressions: You can override an earlier defined Because"
SetInputFilter," The If more than one filter is specified, they must be separated    by semicolons in the order in which they should process the    content."
SetOutputFilter," The For example, the following configuration will process all files    in the If more than one filter is specified, they must be separated    by semicolons in the order in which they should process the    content."
StrictHostCheck," By default, the server will respond to requests for any hostname,    including requests addressed to unexpected or unconfigured hostnames.     While this is convenient, it is sometimes desirable to limit what hostnames    a backend application handles since it will often generate self-referential    responses. By setting This directive also allows matching of the requested hostname to hostnames   specified within the opening This directive has no affect in non-default virtual hosts. The value   inherited from the global server configuration, or the default virtualhost    for the ip:port the underlying connection, determine the effective value."
TimeOut," The When reading data from the client, the length of time to      wait for a TCP packet to arrive if the read buffer is      empty. For initial data on a new connection, this directive doesn't      take effect until after any configured"
TraceEnable," This directive overrides the behavior of Finally, for testing and diagnostic purposes only, request    bodies may be allowed using the non-compliant Despite claims to the contrary, enabling the"
UnDefine," Undoes the effect of a This directive can be used to toggle the use of Variable names may not contain colon "":"" characters, to avoid clashes    with While this directive is supported in virtual host context,         the changes it makes are visible to any later configuration         directives, beyond any enclosing virtual host."
UseCanonicalName," In many situations Apache httpd must construct a With An example where this may be useful is on an intranet server    where you have users connecting to the machine using short    names such as There is a third option, If CGIs make assumptions about the values of"
UseCanonicalPhysicalPort, In many situations Apache httpd must construct a The ordering of the lookup when the physical port is used is as    follows: With
<VirtualHost>," IPv6 addresses must be specified in square brackets because    the optional port number could not be determined otherwise.  An    IPv6 example is shown below: Each Virtual Host must correspond to a different IP address,    different port number, or a different host name for the server,    in the former case the server machine must be configured to    accept IP packets for multiple addresses. (If the machine does    not have multiple network interfaces, then this can be    accomplished with the The use of A When a request is received, the server first maps it to the best matching If multiple virtual hosts contain the best matching IP address and port,    the server selects from these virtual hosts the best match based on the    requested hostname.  If no matching name-based virtual host is found,    then the first listed virtual host that matched the IP address will be    used.  As a consequence, the first listed virtual host for a given IP address    and port combination is the default virtual host for that IP and port    combination. See the"
